Mcavernosa01715	Lipid transport and metabolism
Mcavernosa28635	Transcription
Mcavernosa07056	Signal transduction mechanisms
Mcavernosa12759	Posttranslational modification, protein turnover, chaperones
Mcavernosa25701	Amino acid transport and metabolism
Mcavernosa31537	Signal transduction mechanisms
Mcavernosa33860	Carbohydrate transport and metabolism
Mcavernosa15268	Signal transduction mechanisms
Mcavernosa20615	Signal transduction mechanisms
Mcavernosa08055	Posttranslational modification, protein turnover, chaperones
Mcavernosa20040	Signal transduction mechanisms
Mcavernosa20145	Signal transduction mechanisms
Mcavernosa09847	Signal transduction mechanisms
Mcavernosa00332	Signal transduction mechanisms
Mcavernosa01487	Energy production and conversion
Mcavernosa21572	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa06587	Cytoskeleton
Mcavernosa09212	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa10632	Signal transduction mechanisms
Mcavernosa16882	Inorganic ion transport and metabolism
Mcavernosa02784	Signal transduction mechanisms
Mcavernosa06144	Signal transduction mechanisms
Mcavernosa22551	Lipid transport and metabolism
Mcavernosa01364	Replication, recombination and repair
Mcavernosa10798	RNA processing and modification
Mcavernosa28033	Transcription
Mcavernosa15696	Energy production and conversion
Mcavernosa10103	Signal transduction mechanisms
Mcavernosa02172	Posttranslational modification, protein turnover, chaperones
Mcavernosa18916	Inorganic ion transport and metabolism
Mcavernosa13027	Transcription
Mcavernosa22586	Posttranslational modification, protein turnover, chaperones
Mcavernosa09013	
Mcavernosa25708	Signal transduction mechanisms
Mcavernosa05914	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa18985	Signal transduction mechanisms
Mcavernosa19288	Replication, recombination and repair
Mcavernosa12931	Signal transduction mechanisms
Mcavernosa00038	Signal transduction mechanisms
Mcavernosa17063	Signal transduction mechanisms
Mcavernosa01592	Replication, recombination and repair
Mcavernosa32497	Carbohydrate transport and metabolism
Mcavernosa06583	Coenzyme transport and metabolism
Mcavernosa18398	Inorganic ion transport and metabolism
Mcavernosa09553	Signal transduction mechanisms
Mcavernosa16324	Extracellular structures
Mcavernosa28157	Posttranslational modification, protein turnover, chaperones
Mcavernosa07721	Signal transduction mechanisms
Mcavernosa23543	RNA processing and modification
Mcavernosa23836	Signal transduction mechanisms
Mcavernosa17685	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa13218	Lipid transport and metabolism
Mcavernosa03971	Replication, recombination and repair
Mcavernosa02517	Amino acid transport and metabolism
Mcavernosa16557	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa16357	RNA processing and modification
Mcavernosa17513	Signal transduction mechanisms
Mcavernosa32387	Lipid transport and metabolism
Mcavernosa01769	Signal transduction mechanisms
Mcavernosa21491	Carbohydrate transport and metabolism
Mcavernosa14714	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa02052	Carbohydrate transport and metabolism
Mcavernosa13000	Lipid transport and metabolism
Mcavernosa02355	Extracellular structures
Mcavernosa08708	Signal transduction mechanisms
Mcavernosa21314	Signal transduction mechanisms
Mcavernosa26060	Cell wall/membrane/envelope biogenesis
Mcavernosa09618	RNA processing and modification
Mcavernosa24507	Inorganic ion transport and metabolism
Mcavernosa24377	Posttranslational modification, protein turnover, chaperones
Mcavernosa05831	Extracellular structures
Mcavernosa04023	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa23853	Signal transduction mechanisms
Mcavernosa00616	Lipid transport and metabolism
Mcavernosa28914	Defense mechanisms
Mcavernosa15988	Signal transduction mechanisms
Mcavernosa10692	Cytoskeleton
Mcavernosa12308	Signal transduction mechanisms
Mcavernosa03691	Energy production and conversion
Mcavernosa29260	Signal transduction mechanisms
Mcavernosa06918	Posttranslational modification, protein turnover, chaperones
Mcavernosa08205	Signal transduction mechanisms
Mcavernosa11990	Signal transduction mechanisms
Mcavernosa03502	Coenzyme transport and metabolism
Mcavernosa00935	Cytoskeleton
Mcavernosa24754	Carbohydrate transport and metabolism
Mcavernosa26276	Posttranslational modification, protein turnover, chaperones
Mcavernosa03658	Cytoskeleton
Mcavernosa27086	Nucleotide transport and metabolism
Mcavernosa00518	Signal transduction mechanisms
Mcavernosa02333	Translation, ribosomal structure and biogenesis
Mcavernosa26982	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa30789	Replication, recombination and repair
Mcavernosa21263	Transcription
Mcavernosa24509	Inorganic ion transport and metabolism
Mcavernosa32415	Posttranslational modification, protein turnover, chaperones
Mcavernosa16202	Inorganic ion transport and metabolism
Mcavernosa01399	Posttranslational modification, protein turnover, chaperones
Mcavernosa20549	Signal transduction mechanisms
Mcavernosa32841	Lipid transport and metabolism
Mcavernosa25725	Signal transduction mechanisms
Mcavernosa32622	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa28692	Signal transduction mechanisms
Mcavernosa18021	Inorganic ion transport and metabolism
Mcavernosa02278	Transcription
Mcavernosa18110	Posttranslational modification, protein turnover, chaperones
Mcavernosa02427	Inorganic ion transport and metabolism
Mcavernosa14090	Transcription
Mcavernosa17549	Posttranslational modification, protein turnover, chaperones
Mcavernosa18464	Signal transduction mechanisms
Mcavernosa11284	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa19816	Replication, recombination and repair
Mcavernosa23224	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa31972	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa12952	Signal transduction mechanisms
Mcavernosa33483	Cytoskeleton
Mcavernosa27577	
Mcavernosa27100	Energy production and conversion
Mcavernosa12542	Transcription
Mcavernosa33471	Replication, recombination and repair
Mcavernosa02849	Signal transduction mechanisms
Mcavernosa17154	Cytoskeleton
Mcavernosa11799	Signal transduction mechanisms
Mcavernosa05638	Energy production and conversion
Mcavernosa35069	Signal transduction mechanisms
Mcavernosa18279	Translation, ribosomal structure and biogenesis
Mcavernosa21637	Signal transduction mechanisms
Mcavernosa30775	Signal transduction mechanisms
Mcavernosa18691	Signal transduction mechanisms
Mcavernosa11229	Inorganic ion transport and metabolism
Mcavernosa13426	Carbohydrate transport and metabolism
Mcavernosa14881	Signal transduction mechanisms
Mcavernosa13739	Posttranslational modification, protein turnover, chaperones
Mcavernosa17041	Amino acid transport and metabolism
Mcavernosa31103	Extracellular structures
Mcavernosa28933	Cytoskeleton
Mcavernosa34807	Cytoskeleton
Mcavernosa11715	Transcription
Mcavernosa25417	Carbohydrate transport and metabolism
Mcavernosa03288	Posttranslational modification, protein turnover, chaperones
Mcavernosa03797	Cytoskeleton
Mcavernosa14746	Posttranslational modification, protein turnover, chaperones
Mcavernosa04672	Signal transduction mechanisms
Mcavernosa00930	Posttranslational modification, protein turnover, chaperones
Mcavernosa15786	Signal transduction mechanisms
Mcavernosa10347	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa00072	Transcription
Mcavernosa16839	RNA processing and modification
Mcavernosa20714	Nucleotide transport and metabolism
Mcavernosa03619	Transcription
Mcavernosa17271	RNA processing and modification
Mcavernosa05169	Inorganic ion transport and metabolism
Mcavernosa05157	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa15586	Posttranslational modification, protein turnover, chaperones
Mcavernosa24879	Cell wall/membrane/envelope biogenesis
Mcavernosa05591	Signal transduction mechanisms
Mcavernosa27340	RNA processing and modification
Mcavernosa03868	Lipid transport and metabolism
Mcavernosa34487	Amino acid transport and metabolism
Mcavernosa31127	Carbohydrate transport and metabolism
Mcavernosa27966	Transcription
Mcavernosa06893	Transcription
Mcavernosa27487	
Mcavernosa28963	Posttranslational modification, protein turnover, chaperones
Mcavernosa21317	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa17312	Cytoskeleton
Mcavernosa27447	Transcription
Mcavernosa17526	RNA processing and modification
Mcavernosa22437	Cell cycle control, cell division, chromosome partitioning
Mcavernosa14532	Signal transduction mechanisms
Mcavernosa07029	Cell cycle control, cell division, chromosome partitioning
Mcavernosa09580	Cytoskeleton
Mcavernosa28842	Translation, ribosomal structure and biogenesis
Mcavernosa35096	Signal transduction mechanisms
Mcavernosa27470	Inorganic ion transport and metabolism
Mcavernosa03018	Cell wall/membrane/envelope biogenesis
Mcavernosa15010	Amino acid transport and metabolism
Mcavernosa06139	Posttranslational modification, protein turnover, chaperones
Mcavernosa09201	Inorganic ion transport and metabolism
Mcavernosa14701	Chromatin structure and dynamics
Mcavernosa14344	Carbohydrate transport and metabolism
Mcavernosa12375	Lipid transport and metabolism
Mcavernosa18415	Cytoskeleton
Mcavernosa33041	Translation, ribosomal structure and biogenesis
Mcavernosa24491	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa01620	RNA processing and modification
Mcavernosa23703	Signal transduction mechanisms
Mcavernosa27944	Signal transduction mechanisms
Mcavernosa25590	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa10687	Signal transduction mechanisms
Mcavernosa21522	Signal transduction mechanisms
Mcavernosa16454	Inorganic ion transport and metabolism
Mcavernosa01052	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa07931	Posttranslational modification, protein turnover, chaperones
Mcavernosa01695	Carbohydrate transport and metabolism
Mcavernosa23035	Signal transduction mechanisms
Mcavernosa11914	
Mcavernosa01484	Inorganic ion transport and metabolism
Mcavernosa28374	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa23949	Signal transduction mechanisms
Mcavernosa06593	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa08370	Cytoskeleton
Mcavernosa11896	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa31431	Posttranslational modification, protein turnover, chaperones
Mcavernosa17816	Inorganic ion transport and metabolism
Mcavernosa08177	Carbohydrate transport and metabolism
Mcavernosa22890	Amino acid transport and metabolism
Mcavernosa06349	Signal transduction mechanisms
Mcavernosa33416	Signal transduction mechanisms
Mcavernosa08350	Signal transduction mechanisms
Mcavernosa07498	Transcription
Mcavernosa31747	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa07509	Cytoskeleton
Mcavernosa10336	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa07897	Carbohydrate transport and metabolism
Mcavernosa14849	Posttranslational modification, protein turnover, chaperones
Mcavernosa06172	Energy production and conversion
Mcavernosa22616	Replication, recombination and repair
Mcavernosa14991	Posttranslational modification, protein turnover, chaperones
Mcavernosa11651	Signal transduction mechanisms
Mcavernosa30568	Posttranslational modification, protein turnover, chaperones
Mcavernosa27907	Signal transduction mechanisms
Mcavernosa27825	Lipid transport and metabolism
Mcavernosa24325	Transcription
Mcavernosa01499	Posttranslational modification, protein turnover, chaperones
Mcavernosa32669	RNA processing and modification
Mcavernosa12724	Signal transduction mechanisms
Mcavernosa01336	Cytoskeleton
Mcavernosa30450	Carbohydrate transport and metabolism
Mcavernosa28907	Chromatin structure and dynamics
Mcavernosa28460	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa02976	Signal transduction mechanisms
Mcavernosa00343	Signal transduction mechanisms
Mcavernosa06769	Cytoskeleton
Mcavernosa23292	RNA processing and modification
Mcavernosa26512	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa25288	Transcription
Mcavernosa02901	Signal transduction mechanisms
Mcavernosa11304	Signal transduction mechanisms
Mcavernosa08156	Nucleotide transport and metabolism
Mcavernosa27859	Replication, recombination and repair
Mcavernosa20765	Posttranslational modification, protein turnover, chaperones
Mcavernosa14527	Posttranslational modification, protein turnover, chaperones
Mcavernosa08377	Posttranslational modification, protein turnover, chaperones
Mcavernosa29632	Posttranslational modification, protein turnover, chaperones
Mcavernosa02795	Transcription
Mcavernosa23181	Translation, ribosomal structure and biogenesis
Mcavernosa19424	Extracellular structures
Mcavernosa29299	Posttranslational modification, protein turnover, chaperones
Mcavernosa15317	Nucleotide transport and metabolism
Mcavernosa30517	Signal transduction mechanisms
Mcavernosa15249	Amino acid transport and metabolism
Mcavernosa04097	Transcription
Mcavernosa07082	Translation, ribosomal structure and biogenesis
Mcavernosa01874	Transcription
Mcavernosa07802	Cell cycle control, cell division, chromosome partitioning
Mcavernosa07657	Defense mechanisms
Mcavernosa06821	Posttranslational modification, protein turnover, chaperones
Mcavernosa35184	Posttranslational modification, protein turnover, chaperones
Mcavernosa10246	Cytoskeleton
Mcavernosa23832	Signal transduction mechanisms
Mcavernosa14007	Posttranslational modification, protein turnover, chaperones
Mcavernosa33917	Signal transduction mechanisms
Mcavernosa23172	Transcription
Mcavernosa18998	RNA processing and modification
Mcavernosa15794	Carbohydrate transport and metabolism
Mcavernosa24008	Transcription
Mcavernosa18438	Posttranslational modification, protein turnover, chaperones
Mcavernosa18687	
Mcavernosa07195	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa16222	Energy production and conversion
Mcavernosa09895	Signal transduction mechanisms
Mcavernosa25220	Replication, recombination and repair
Mcavernosa16310	Transcription
Mcavernosa09180	Signal transduction mechanisms
Mcavernosa11835	Replication, recombination and repair
Mcavernosa05318	Signal transduction mechanisms
Mcavernosa32474	Cell wall/membrane/envelope biogenesis
Mcavernosa09931	Transcription
Mcavernosa06681	Inorganic ion transport and metabolism
Mcavernosa13139	Lipid transport and metabolism
Mcavernosa12798	Posttranslational modification, protein turnover, chaperones
Mcavernosa01327	Signal transduction mechanisms
Mcavernosa16711	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa05483	Inorganic ion transport and metabolism
Mcavernosa00967	Energy production and conversion
Mcavernosa20735	Cell cycle control, cell division, chromosome partitioning
Mcavernosa27725	Signal transduction mechanisms
Mcavernosa24771	Signal transduction mechanisms
Mcavernosa27617	Transcription
Mcavernosa16307	Amino acid transport and metabolism
Mcavernosa15111	Carbohydrate transport and metabolism
Mcavernosa23904	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa21427	Lipid transport and metabolism
Mcavernosa05088	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa00087	Posttranslational modification, protein turnover, chaperones
Mcavernosa21937	Lipid transport and metabolism
Mcavernosa22233	Signal transduction mechanisms
Mcavernosa15449	Carbohydrate transport and metabolism
Mcavernosa01323	Transcription
Mcavernosa04346	Inorganic ion transport and metabolism
Mcavernosa05305	
Mcavernosa32346	Inorganic ion transport and metabolism
Mcavernosa08366	Translation, ribosomal structure and biogenesis
Mcavernosa03857	Signal transduction mechanisms
Mcavernosa19312	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa14303	Signal transduction mechanisms
Mcavernosa34360	Transcription
Mcavernosa16958	Lipid transport and metabolism
Mcavernosa20104	Amino acid transport and metabolism
Mcavernosa24459	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa30195	RNA processing and modification
Mcavernosa05928	Inorganic ion transport and metabolism
Mcavernosa19632	Posttranslational modification, protein turnover, chaperones
Mcavernosa26645	Cell wall/membrane/envelope biogenesis
Mcavernosa19198	Nucleotide transport and metabolism
Mcavernosa03111	Lipid transport and metabolism
Mcavernosa00170	Translation, ribosomal structure and biogenesis
Mcavernosa13663	Amino acid transport and metabolism
Mcavernosa26725	Signal transduction mechanisms
Mcavernosa00420	Signal transduction mechanisms
Mcavernosa21958	Posttranslational modification, protein turnover, chaperones
Mcavernosa18494	RNA processing and modification
Mcavernosa31629	Lipid transport and metabolism
Mcavernosa16762	Translation, ribosomal structure and biogenesis
Mcavernosa01063	Posttranslational modification, protein turnover, chaperones
Mcavernosa08971	Transcription
Mcavernosa22368	RNA processing and modification
Mcavernosa23612	Posttranslational modification, protein turnover, chaperones
Mcavernosa24444	Cell wall/membrane/envelope biogenesis
Mcavernosa24027	Signal transduction mechanisms
Mcavernosa10050	Signal transduction mechanisms
Mcavernosa13774	Transcription
Mcavernosa31657	Signal transduction mechanisms
Mcavernosa19540	Posttranslational modification, protein turnover, chaperones
Mcavernosa03155	Inorganic ion transport and metabolism
Mcavernosa03494	Posttranslational modification, protein turnover, chaperones
Mcavernosa06571	Posttranslational modification, protein turnover, chaperones
Mcavernosa00134	Nucleotide transport and metabolism
Mcavernosa07872	Posttranslational modification, protein turnover, chaperones
Mcavernosa33609	Inorganic ion transport and metabolism
Mcavernosa04014	Transcription
Mcavernosa00550	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa04815	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa09403	Signal transduction mechanisms
Mcavernosa06150	RNA processing and modification
Mcavernosa00482	
Mcavernosa06416	Energy production and conversion
Mcavernosa02817	Transcription
Mcavernosa33988	Signal transduction mechanisms
Mcavernosa00890	Transcription
Mcavernosa25914	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa01574	Signal transduction mechanisms
Mcavernosa08392	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa22569	Posttranslational modification, protein turnover, chaperones
Mcavernosa08810	Replication, recombination and repair
Mcavernosa00805	Carbohydrate transport and metabolism
Mcavernosa33076	Signal transduction mechanisms
Mcavernosa27274	Transcription
Mcavernosa34295	Signal transduction mechanisms
Mcavernosa18353	Signal transduction mechanisms
Mcavernosa06451	Posttranslational modification, protein turnover, chaperones
Mcavernosa04480	Transcription
Mcavernosa09723	Carbohydrate transport and metabolism
Mcavernosa12427	Coenzyme transport and metabolism
Mcavernosa33422	Replication, recombination and repair
Mcavernosa34443	Translation, ribosomal structure and biogenesis
Mcavernosa15496	Posttranslational modification, protein turnover, chaperones
Mcavernosa29270	Cytoskeleton
Mcavernosa27237	Lipid transport and metabolism
Mcavernosa15421	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa24119	Inorganic ion transport and metabolism
Mcavernosa13247	Energy production and conversion
Mcavernosa25582	Posttranslational modification, protein turnover, chaperones
Mcavernosa06548	Translation, ribosomal structure and biogenesis
Mcavernosa00931	Coenzyme transport and metabolism
Mcavernosa29697	Signal transduction mechanisms
Mcavernosa27847	Transcription
Mcavernosa33408	Posttranslational modification, protein turnover, chaperones
Mcavernosa23312	Posttranslational modification, protein turnover, chaperones
Mcavernosa35175	Cytoskeleton
Mcavernosa22448	Lipid transport and metabolism
Mcavernosa17159	Cytoskeleton
Mcavernosa19105	Coenzyme transport and metabolism
Mcavernosa12750	Translation, ribosomal structure and biogenesis
Mcavernosa30869	
Mcavernosa10459	Posttranslational modification, protein turnover, chaperones
Mcavernosa02415	Lipid transport and metabolism
Mcavernosa26758	
Mcavernosa30621	Carbohydrate transport and metabolism
Mcavernosa15350	Signal transduction mechanisms
Mcavernosa25747	Cytoskeleton
Mcavernosa02904	Inorganic ion transport and metabolism
Mcavernosa05460	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa04394	Posttranslational modification, protein turnover, chaperones
Mcavernosa21147	Nucleotide transport and metabolism
Mcavernosa32342	Signal transduction mechanisms
Mcavernosa26184	Posttranslational modification, protein turnover, chaperones
Mcavernosa20501	Posttranslational modification, protein turnover, chaperones
Mcavernosa27477	Coenzyme transport and metabolism
Mcavernosa18756	Signal transduction mechanisms
Mcavernosa34419	Replication, recombination and repair
Mcavernosa29956	Posttranslational modification, protein turnover, chaperones
Mcavernosa25597	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa32301	Coenzyme transport and metabolism
Mcavernosa12042	Cytoskeleton
Mcavernosa19624	Coenzyme transport and metabolism
Mcavernosa07587	Carbohydrate transport and metabolism
Mcavernosa16163	Inorganic ion transport and metabolism
Mcavernosa10166	Signal transduction mechanisms
Mcavernosa28146	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa13254	Signal transduction mechanisms
Mcavernosa31060	RNA processing and modification
Mcavernosa05897	Amino acid transport and metabolism
Mcavernosa11763	Transcription
Mcavernosa02820	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa31004	Inorganic ion transport and metabolism
Mcavernosa04109	Transcription
Mcavernosa17995	Carbohydrate transport and metabolism
Mcavernosa16028	
Mcavernosa04026	Transcription
Mcavernosa00160	Cell cycle control, cell division, chromosome partitioning
Mcavernosa09858	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa24930	Transcription
Mcavernosa32350	Signal transduction mechanisms
Mcavernosa04084	Posttranslational modification, protein turnover, chaperones
Mcavernosa16928	Translation, ribosomal structure and biogenesis
Mcavernosa33317	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa17590	Posttranslational modification, protein turnover, chaperones
Mcavernosa03509	Lipid transport and metabolism
Mcavernosa13613	Transcription
Mcavernosa22482	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa17150	Energy production and conversion
Mcavernosa04151	Defense mechanisms
Mcavernosa04250	Transcription
Mcavernosa22603	Replication, recombination and repair
Mcavernosa01597	Posttranslational modification, protein turnover, chaperones
Mcavernosa33534	Lipid transport and metabolism
Mcavernosa32374	Carbohydrate transport and metabolism
Mcavernosa24646	Signal transduction mechanisms
Mcavernosa17581	Energy production and conversion
Mcavernosa16436	Transcription
Mcavernosa20771	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa24118	Inorganic ion transport and metabolism
Mcavernosa28433	Cell cycle control, cell division, chromosome partitioning
Mcavernosa25490	Translation, ribosomal structure and biogenesis
Mcavernosa07004	Signal transduction mechanisms
Mcavernosa03475	Posttranslational modification, protein turnover, chaperones
Mcavernosa20863	Translation, ribosomal structure and biogenesis
Mcavernosa01730	Signal transduction mechanisms
Mcavernosa15803	Translation, ribosomal structure and biogenesis
Mcavernosa08297	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa13169	Signal transduction mechanisms
Mcavernosa21051	Signal transduction mechanisms
Mcavernosa27257	Cytoskeleton
Mcavernosa20086	Nucleotide transport and metabolism
Mcavernosa07791	Signal transduction mechanisms
Mcavernosa04500	Signal transduction mechanisms
Mcavernosa30778	Posttranslational modification, protein turnover, chaperones
Mcavernosa07296	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa25672	Carbohydrate transport and metabolism
Mcavernosa22280	Amino acid transport and metabolism
Mcavernosa00469	Amino acid transport and metabolism
Mcavernosa02402	Signal transduction mechanisms
Mcavernosa15898	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa03076	Transcription
Mcavernosa22019	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa32848	Posttranslational modification, protein turnover, chaperones
Mcavernosa11823	Cell cycle control, cell division, chromosome partitioning
Mcavernosa09005	Signal transduction mechanisms
Mcavernosa18592	RNA processing and modification
Mcavernosa18543	Posttranslational modification, protein turnover, chaperones
Mcavernosa31637	RNA processing and modification
Mcavernosa00672	Inorganic ion transport and metabolism
Mcavernosa33282	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa31652	Signal transduction mechanisms
Mcavernosa27106	Energy production and conversion
Mcavernosa33951	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa06135	Defense mechanisms
Mcavernosa21601	Transcription
Mcavernosa26795	Replication, recombination and repair
Mcavernosa08526	Transcription
Mcavernosa20341	Cell wall/membrane/envelope biogenesis
Mcavernosa03039	Carbohydrate transport and metabolism
Mcavernosa01985	Signal transduction mechanisms
Mcavernosa06702	Cytoskeleton
Mcavernosa31270	Cytoskeleton
Mcavernosa26658	Posttranslational modification, protein turnover, chaperones
Mcavernosa25885	Chromatin structure and dynamics
Mcavernosa09636	
Mcavernosa15891	Transcription
Mcavernosa20018	Replication, recombination and repair
Mcavernosa01943	Posttranslational modification, protein turnover, chaperones
Mcavernosa12626	Posttranslational modification, protein turnover, chaperones
Mcavernosa02326	Signal transduction mechanisms
Mcavernosa18567	Signal transduction mechanisms
Mcavernosa23696	Cytoskeleton
Mcavernosa26864	Translation, ribosomal structure and biogenesis
Mcavernosa18305	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa31857	Signal transduction mechanisms
Mcavernosa08194	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa32814	Posttranslational modification, protein turnover, chaperones
Mcavernosa26963	Carbohydrate transport and metabolism
Mcavernosa08663	Signal transduction mechanisms
Mcavernosa34144	Signal transduction mechanisms
Mcavernosa17962	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa25674	Carbohydrate transport and metabolism
Mcavernosa31933	Transcription
Mcavernosa04433	Posttranslational modification, protein turnover, chaperones
Mcavernosa20938	Cell wall/membrane/envelope biogenesis
Mcavernosa02659	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa11383	Transcription
Mcavernosa03975	Posttranslational modification, protein turnover, chaperones
Mcavernosa06685	Inorganic ion transport and metabolism
Mcavernosa00514	Signal transduction mechanisms
Mcavernosa19854	Posttranslational modification, protein turnover, chaperones
Mcavernosa01181	Carbohydrate transport and metabolism
Mcavernosa13261	Signal transduction mechanisms
Mcavernosa08886	Posttranslational modification, protein turnover, chaperones
Mcavernosa28985	Inorganic ion transport and metabolism
Mcavernosa34883	Posttranslational modification, protein turnover, chaperones
Mcavernosa11192	Amino acid transport and metabolism
Mcavernosa13726	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa01051	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa18036	Intracellular trafficking, secretion, and vesicular transport
Mcavernosa17755	Replication, recombination and repair
Mcavernosa34358	Defense mechanisms
Mcavernosa28382	Secondary metabolites biosynthesis, transport and catabolism
Mcavernosa26145	
Mcavernosa21640	Posttranslational modification, protein turnover, chaperones
Mcavernosa21559	Signal transduction mechanisms
Mcavernosa30677	Inorganic ion transport and metabolism
Mcavernosa14724	Posttranslational modification, protein turnover, chaperones
Mcavernosa04318	Posttranslational modification, protein turnover, chaperones
Mcavernosa08416	Signal transduction mechanisms
